caso	AAGE	ACLSWKR_C	ADTIND_C	ADTOCC_C	AHGA_C	AHRSPAY	AHSCOL_C	AMARITL_C	AMJIND_C	AMJOCC_C	ARACE_C	AREORGN_C	ASEX_C	AUNMEM_C	AUNTYPE_C	AWKSTAT_C	CAPGAIN	CAPLOSS	DIVVAL	FILESTAT_C	GRINREG_C	GRINST_C	HHDFMX_C	HHDREL_C	MIGMTR1_C	MIGMTR3_C	MIGMTR4_C	MIGSAME_C	MIGSUN_C	NOEMP	PARENT_C	PEFNTVTY_C	PEMNTVTY_C	PENATVTY_C	PRCITSHP_C	SEOTR_C	VETQVA_C	VETYN_C	WKSWORK	Clase
3302	3	9	4	5	11	0	3	5	7	15	5	2	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	4	4	2	5	0	9	0	0	0
3324	14	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
3347	27	4	3	4	13	0	3	5	7	7	5	1	M	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
3383	41	4	2	1	17	0	3	3	3	10	5	1	F	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	4	9	2	2	2	5	2	9	2	52	0
3389	9	9	4	5	11	0	3	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	6	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
3395	27	4	3	4	5	0	3	4	6	7	5	6	M	9	6	1	0	0	0	5	2	1	9	7	4	8	9	0	0	0	9	4	4	4	1	0	9	2	0	0
3564	77	9	4	5	13	0	3	3	7	15	5	2	M	9	6	1	0	0	0	5	6	0	3	8	6	7	8	1	9	0	9	4	4	4	1	0	9	2	0	0
3566	13	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	4	1	9	3	8	8	9	0	1	0	1	2	2	2	5	0	9	0	0	0
3589	6	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	2	2	2	2	5	0	9	0	0	0
3643	24	4	3	4	10	0	1	5	6	7	5	1	M	9	6	6	0	0	0	6	6	0	2	5	1	1	1	9	8	5	9	2	2	2	5	1	9	2	48	0
3649	73	9	4	5	6	0	3	3	7	15	3	1	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	13	0
3664	0	9	4	5	11	0	3	5	7	15	5	10	F	9	6	1	0	0	0	5	6	0	9	3	10	9	10	9	9	0	3	2	2	2	5	0	9	0	0	0
3736	66	9	4	5	13	0	3	3	7	15	5	1	M	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
3746	40	6	1	6	16	0	3	3	1	10	5	1	M	9	6	1	0	0	250	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	1
3748	30	9	4	5	10	0	3	3	7	15	5	2	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	1	1	1	1	0	9	2	0	0
3771	12	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
3795	39	4	1	1	13	0	3	3	2	12	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
3818	55	9	4	5	10	0	3	3	7	15	5	1	F	9	6	1	0	0	24000	3	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
3819	29	7	3	3	17	0	3	3	5	1	5	7	M	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	4	4	4	2	0	9	2	16	0
3855	20	4	5	3	13	0	1	5	2	1	2	1	F	9	6	1	0	0	0	1	5	1	1	5	4	8	9	0	1	3	9	3	3	2	5	0	9	2	40	0
3874	37	4	5	3	5	0	3	3	2	6	5	6	M	9	6	1	0	0	0	3	5	1	3	8	4	8	9	0	1	6	9	4	4	4	1	0	9	2	52	0
3888	6	9	4	5	11	0	3	5	7	15	5	4	F	9	6	1	0	0	0	5	5	1	9	3	4	8	9	0	0	0	3	2	2	2	5	0	9	0	0	0
3891	40	4	2	3	13	0	3	3	3	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
3927	73	9	4	5	10	0	3	3	7	15	5	1	M	9	6	3	2290	0	0	2	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
3966	7	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
4014	46	4	2	2	1	843	3	3	3	8	1	1	M	1	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
4021	42	4	3	3	8	0	3	3	4	1	2	1	F	0	6	4	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	1	2	5	0	9	2	52	0
4025	22	4	3	3	8	0	3	5	7	1	3	1	F	9	6	1	0	0	0	6	5	1	2	5	4	8	9	0	0	6	9	2	2	2	5	2	9	2	52	0
4139	64	9	4	5	13	0	3	7	7	15	5	1	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
4167	73	9	4	5	17	0	3	3	7	15	5	1	F	9	6	3	0	0	0	2	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
4203	39	4	5	1	10	900	3	5	3	12	3	1	F	0	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
4218	48	2	2	4	5	667	3	3	4	7	5	7	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	4	4	2	5	0	9	2	52	0
4266	30	4	2	1	10	0	3	3	2	3	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	1	9	2	52	0
4268	30	9	4	5	8	0	3	3	7	15	5	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	1	1	2	5	0	9	2	0	0
4304	47	4	2	1	17	0	3	1	3	3	5	1	F	9	6	1	0	0	0	1	6	0	1	5	6	7	8	1	9	5	9	1	1	2	5	0	9	2	52	0
4316	23	4	3	3	13	0	3	3	6	12	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	5	9	2	2	2	5	2	9	2	52	0
4333	70	9	4	5	8	0	3	3	7	15	5	7	M	9	6	3	0	0	0	5	6	0	1	5	1	1	1	9	8	0	9	2	4	2	5	0	9	2	0	0
4343	35	4	5	3	2	0	3	5	2	6	5	1	F	9	6	2	0	0	0	5	6	0	1	5	1	1	1	9	8	2	9	2	2	2	5	0	9	2	4	0
4346	58	9	4	5	7	0	3	1	7	15	4	3	M	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
4403	38	2	2	3	17	0	3	3	4	14	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	36	0
4417	50	6	5	6	15	0	3	3	2	4	5	1	M	9	6	1	2407	0	6500	3	5	1	1	5	8	3	3	0	0	1	9	2	2	2	5	0	9	2	52	0
4428	7	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
4498	22	7	2	6	9	0	1	5	4	1	5	1	M	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	6	9	2	2	2	5	2	9	2	52	0
4520	53	9	4	5	13	0	3	7	7	15	5	9	F	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
4537	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
4541	24	4	2	3	17	0	3	5	3	14	5	1	M	9	6	2	0	0	0	6	6	0	9	6	1	1	1	9	8	5	9	2	2	2	5	0	9	2	39	0
4547	33	4	1	4	9	0	3	3	1	1	3	1	F	9	6	1	0	0	0	3	5	1	1	5	4	8	9	0	1	6	9	2	2	2	5	0	9	2	52	0
4552	20	9	4	5	17	0	3	3	7	15	5	1	M	9	6	1	0	0	0	3	5	1	1	5	8	8	9	0	0	6	9	2	2	2	5	0	9	2	52	0
4572	36	4	1	1	10	0	3	5	2	3	5	1	M	9	6	2	0	0	2000	6	6	0	2	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	1
4590	28	4	5	1	13	0	3	3	2	3	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
4603	30	2	2	2	10	0	3	3	4	10	5	1	M	0	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	2	9	2	52	0
4615	0	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
4620	27	4	3	2	13	0	3	3	6	8	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	1	3	2	5	0	9	2	52	0
4634	5	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	1	1	2	5	0	9	0	0	0
4663	2	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
4717	31	4	3	3	13	0	3	5	6	1	3	1	M	9	6	5	0	0	0	1	6	0	1	5	1	1	1	9	8	5	9	2	2	2	5	0	9	2	51	0
4726	36	4	2	3	17	0	3	7	2	1	5	1	F	9	6	2	0	1741	100	6	6	0	2	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
4728	14	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
4736	22	4	1	3	17	0	3	5	2	1	5	1	F	9	6	2	0	0	140	6	6	0	9	1	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
4747	17	9	4	5	1	0	2	5	7	15	5	8	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
4753	32	4	5	2	7	0	3	3	2	8	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	3	9	2	2	2	5	0	9	2	52	0
4755	51	2	2	3	13	0	3	6	4	1	4	6	F	9	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	3	9	4	4	4	1	0	9	2	52	0
4802	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
4803	46	4	2	2	13	0	3	3	3	14	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
4813	7	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
4818	89	9	4	5	13	0	3	7	7	15	5	1	M	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
4876	6	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
4925	57	9	4	5	5	0	3	3	7	15	5	1	F	9	6	3	0	0	0	4	6	0	3	8	1	1	1	9	8	0	9	3	3	3	2	0	9	2	0	0
4937	45	6	3	2	10	0	3	3	6	10	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
4938	13	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
4958	28	4	1	3	13	0	3	3	2	1	5	10	F	9	6	1	0	0	0	3	3	1	3	8	4	8	9	0	0	6	9	4	4	4	4	0	9	2	52	0
4982	31	4	5	6	13	1200	3	5	5	4	5	1	M	0	6	1	0	2001	0	6	6	0	9	6	6	7	8	1	9	1	9	2	2	2	5	0	9	2	30	0
5025	21	9	4	5	17	0	1	5	7	15	5	1	F	9	6	3	0	0	0	5	6	0	9	1	1	1	1	9	8	6	9	2	2	2	5	0	9	2	4	0
5029	23	4	3	2	13	0	3	6	7	10	3	1	F	9	6	2	0	0	0	6	6	0	9	6	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
5098	24	9	4	5	8	0	3	3	7	15	5	1	M	9	6	1	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
5100	28	4	2	2	13	0	3	5	3	8	5	6	M	9	6	2	0	0	0	6	6	0	9	6	1	1	1	9	8	1	9	4	4	4	1	0	9	2	36	0
5103	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
5120	71	9	4	5	1	0	3	5	7	15	5	1	M	9	6	1	0	1870	0	6	6	0	2	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
5134	13	9	4	5	11	0	3	5	7	15	5	4	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	1	3	2	5	0	9	0	0	0
5158	36	4	2	3	9	0	3	3	4	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	0	9	2	17	0
5161	24	4	3	4	6	400	3	5	6	7	5	1	M	0	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	0
5167	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
5168	38	4	2	4	13	0	3	3	2	7	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	5	9	2	2	2	5	0	9	2	50	0
5253	12	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
5265	21	4	3	4	17	0	3	5	6	7	5	1	F	9	5	7	1055	0	0	6	6	0	9	1	1	1	1	9	8	2	9	2	2	2	5	0	9	2	12	0
5271	12	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	1	2	5	0	9	0	0	0
5286	12	9	4	5	11	0	3	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
5303	62	9	4	5	17	0	3	1	7	15	5	1	M	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	6	9	2	2	2	5	0	2	1	6	0
5322	49	4	2	4	17	700	3	3	3	7	5	1	F	0	6	2	0	0	1626	3	6	0	3	8	1	1	1	9	8	4	9	2	2	2	5	0	9	2	12	0
5328	24	9	4	5	17	0	1	5	7	15	5	1	M	9	6	1	0	0	3500	6	5	1	2	5	4	6	7	0	0	0	9	2	2	2	5	0	9	2	0	0
5350	7	9	4	5	11	0	3	5	7	15	2	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	3	3	2	5	0	9	0	0	0
5356	6	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	2	2	2	2	5	0	9	0	0	0
5363	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
5370	26	4	3	4	13	0	3	5	5	4	5	1	M	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	1	9	2	2	2	5	2	9	2	52	0
5373	37	5	2	3	13	0	3	3	3	14	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
5388	56	4	1	1	13	0	3	3	1	3	5	1	M	9	6	2	0	0	40000	3	6	0	1	5	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	1
5389	37	9	4	5	17	0	3	3	7	15	2	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	1	1	1	2	0	9	2	0	0
5408	29	4	2	1	10	0	3	3	3	10	5	1	F	1	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	1	9	2	50	0
5436	28	4	3	4	7	0	3	3	6	7	5	6	F	9	2	7	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	4	4	4	1	0	9	2	24	0
5448	20	4	3	2	17	0	3	3	5	8	5	1	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	0	9	2	48	0
5472	31	9	4	5	3	0	3	3	7	15	5	6	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	4	4	4	1	0	9	2	0	0
5492	12	9	4	5	11	0	3	5	7	15	1	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
5553	8	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
5561	29	4	3	3	13	0	3	5	6	12	5	1	F	9	6	1	0	0	0	1	3	1	1	5	8	8	9	0	0	4	9	2	2	2	5	0	9	2	44	0
5565	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
5575	16	9	4	5	7	0	2	5	7	15	5	1	M	9	6	3	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	2	0	0
5636	21	4	3	4	13	0	3	5	6	7	5	1	F	9	6	2	0	0	0	5	6	0	9	6	1	1	1	9	8	1	9	2	3	1	3	0	9	2	4	0
5649	4	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
5678	15	9	4	5	6	0	3	5	7	15	5	2	F	9	6	3	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	4	4	4	1	0	9	2	0	0
5681	22	4	3	2	1	0	3	5	5	8	5	1	M	9	6	1	0	0	0	6	5	1	2	5	4	8	9	0	0	1	9	2	2	2	5	0	9	2	50	0
5727	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	4	1	9	3	8	8	9	0	1	0	1	2	2	2	5	0	9	0	0	0
5740	8	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
5753	67	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	0	2	6	0	3	8	1	1	1	9	8	0	9	1	2	2	5	0	9	2	0	0
5771	13	9	4	5	11	0	3	5	7	15	5	7	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
5790	40	4	3	2	17	0	3	5	5	8	5	1	M	9	6	2	4101	0	0	6	6	0	2	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	36	0
5808	42	4	2	6	10	0	3	3	2	10	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
5842	7	9	4	5	11	0	3	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	2	5	0	9	0	0	0
5865	45	4	3	4	17	0	3	3	5	7	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
5876	54	4	3	4	1	0	3	3	7	7	5	7	F	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	4	4	2	5	1	9	2	50	0
5883	12	9	4	5	11	0	3	5	7	15	4	7	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
5903	49	6	3	4	6	0	3	3	7	7	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
5927	29	4	2	3	17	0	3	1	3	1	3	1	F	9	6	1	0	0	0	6	4	1	2	5	4	8	9	0	1	6	9	2	2	2	5	2	9	2	12	0
5928	19	9	4	5	13	0	2	5	7	15	2	1	F	9	6	3	0	0	0	6	6	0	9	1	1	1	1	9	8	4	9	1	1	1	1	0	9	2	25	0
5966	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
6028	8	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	3	1	9	3	8	8	9	0	0	0	1	2	2	2	5	0	9	0	0	0
6090	50	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	0	5	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
6091	65	9	4	5	5	0	3	3	7	15	4	4	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	0	9	3	3	3	1	0	9	2	0	0
6124	16	4	3	3	1	0	2	5	6	12	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	6	1	2	2	2	5	2	9	2	18	0
6266	14	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	7	1	1	1	9	8	0	2	2	2	2	5	0	9	0	0	0
6271	68	9	4	5	8	0	3	3	7	15	5	1	M	9	6	3	0	0	0	5	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	1	1	0	0
6276	31	4	2	1	15	0	3	3	3	10	5	1	M	0	6	2	7688	0	0	3	6	0	1	5	1	1	1	9	8	5	9	2	2	2	5	2	9	2	52	0
6286	18	4	2	3	17	0	1	5	4	1	5	1	M	9	6	1	0	1602	0	6	6	0	9	1	6	7	8	1	9	6	9	2	2	2	5	2	9	2	30	0
6308	20	9	4	5	2	0	3	5	7	15	4	1	F	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
6315	37	4	1	6	16	0	3	3	1	10	5	1	M	9	6	1	15024	0	0	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	1
6344	33	9	4	5	17	0	3	3	7	15	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	5	9	2	2	2	5	0	9	2	12	0
6362	34	4	1	1	15	0	3	3	2	3	5	1	M	0	6	1	0	0	250	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
6421	81	9	4	5	6	0	3	7	7	15	5	1	M	9	6	3	0	0	0	5	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
6429	40	7	2	4	13	0	3	6	3	7	3	1	F	9	6	5	0	0	0	6	6	0	9	7	1	1	1	9	8	5	9	2	2	2	5	0	9	2	52	0
6430	27	4	5	3	2	0	3	3	2	14	5	7	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
6433	39	4	1	1	10	0	3	3	3	3	5	1	F	0	6	2	15024	0	40	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
6439	10	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
6443	11	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
6454	38	4	2	6	17	0	3	3	3	1	5	2	M	0	6	2	0	0	2500	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
6455	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
6474	35	4	1	1	10	0	3	3	2	10	5	1	M	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
6506	53	2	2	2	10	0	3	3	4	10	3	1	F	9	6	1	0	0	0	4	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
6519	78	9	4	5	17	0	3	7	7	15	5	1	F	9	6	1	0	0	2000	6	6	0	2	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
6520	26	6	3	2	13	0	3	5	4	8	5	7	M	9	4	1	0	0	0	1	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	35	0
6551	35	4	3	4	13	0	3	3	7	7	5	1	F	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	3	9	1	1	2	5	0	9	2	12	0
6557	38	7	2	4	13	0	3	1	4	1	5	1	F	9	6	1	0	0	0	1	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
6565	1	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	2	1	9	3	8	8	9	0	0	0	1	2	2	2	5	0	9	0	0	0
6609	73	9	4	5	13	0	3	3	7	15	5	1	M	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
6617	37	5	3	2	17	0	3	3	5	4	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
6627	50	2	2	1	8	0	3	3	3	10	5	9	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	3	9	4	2	2	5	0	9	2	52	0
6649	12	9	4	5	11	0	3	5	7	15	3	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
6651	25	2	2	2	10	0	3	5	4	10	5	1	M	9	6	1	0	0	0	6	2	1	2	5	9	5	4	0	0	3	9	2	2	2	5	2	9	2	52	0
6673	1	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
6679	45	4	3	2	17	0	3	1	4	8	5	1	M	9	1	1	0	0	0	1	5	1	1	5	8	8	9	0	0	2	9	1	1	2	5	2	9	2	46	0
6686	23	9	4	5	13	0	3	3	7	15	5	1	M	9	6	3	0	0	0	5	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
6692	15	9	4	5	7	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
6732	32	4	3	1	10	0	3	3	6	12	5	1	M	9	6	1	0	0	0	3	5	1	1	5	4	3	3	0	0	3	9	2	2	2	5	0	9	2	52	0
6733	37	4	2	4	13	632	3	5	3	7	5	1	F	0	6	2	0	0	0	6	6	0	9	6	1	1	1	9	8	3	9	2	2	2	5	2	9	2	35	0
6739	67	6	3	1	10	0	3	7	6	3	5	1	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
6745	36	9	4	5	13	0	3	3	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	1	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
